placement,augments,traits,champions
8,"['Total Domination', ""Pandora's Items"", 'Harmacist II']","[('Noxus', '6'), ('Darkin', '1'), ('Juggernaut', '2'), ('Rogue', '2'), ('Slayer', '2')]","[('Samira', '2'), ('Kled', '2'), ('Darius', '1'), ('Ekko', '2'), ('Katarina', '3'), ('Sion', '1'), ('Aatrox', '1')]"
6,"['Know Your Enemy', 'You Have My Bow', 'Unified Resistance II']","[('Freljord', '3'), ('Shurima', '3'), ('Bastion', '2'), ('Bruiser', '2'), ('Deadeye', '2'), ('Invoker', '2')]","[('Ashe', '2'), ('Lissandra', '2'), ('Akshan', '2'), ('Nasus', '2'), ('Shen', '2'), ('Sejuani', '2'), (""K'Sante"", '1'), ('Sion', '1')]"
7,"['Gifts from the Fallen', 'Tactical Superiority']","[('Strategist', '4'), ('Demacia', '3'), ('Shurima', '3'), ('Juggernaut', '2'), ('Multicaster', '2'), ('Sorcerer', '2')]","[('Teemo', '1'), ('Swain', '2'), ('Taliyah', '2'), ('Garen', '2'), ('Nasus', '1'), ('Azir', '1'), ('Lux', '2'), ('Jarvan IV', '2')]"
5,"['Noxus Crest', 'Gifts from the Fallen', 'Long Distance Pals II']","[('Noxus', '6'), ('Challenger', '2'), ('Juggernaut', '2'), ('Rogue', '2'), ('Zaun', '2')]","[('Samira', '2'), ('Swain', '2'), ('Warwick', '2'), ('Katarina', '2'), ('Darius', '2'), ('Ekko', '3'), ('Sion', '1')]"
2,"['All That Shimmers', 'Two Healthy', 'Return on Investment']","[('Strategist', '4'), ('Wanderer', '1'), ('Multicaster', '2')]","[('Swain', '2'), ('Sett', '2'), ('Taliyah', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Jarvan IV', '1'), ('Azir', '2'), ('Ryze: Targon', '1'), ('Ryze: Targon', '1'), ('Sion', '1'), ('Sion', '1')]"
6,"['AFK', 'Shoplifting', 'Freljord Heart']","[('Freljord', '4'), ('Deadeye', '2'), ('Gunner', '2'), ('Invoker', '2'), ('Zaun', '2')]","[('Ashe', '2'), ('Lissandra', '1'), ('Jayce', '2'), ('Shen', '1'), ('Zeri', '2'), ('Jarvan IV', '2'), ('Urgot', '2'), ('Sejuani', '2')]"
2,"['Idealism', 'Harmacist III', 'Unified Resistance I']","[('Multicaster', '4'), ('Sorcerer', '4'), ('Strategist', '3'), ('Demacia', '3')]","[('Swain', '2'), ('Taliyah', '2'), ('Teemo', '2'), (""Vel'Koz"", '3'), ('Sona', '3'), ('Lux', '2'), ('Jarvan IV', '2'), ('Ahri', '1')]"
5,"['Dedication', 'Tiny Titans', 'Long Distance Pals II']","[('Shurima', '7'), ('Freljord', '3'), ('Bruiser', '2'), ('Deadeye', '2')]","[('Renekton', '2'), ('Taliyah', '2'), ('Lissandra', '2'), ('Akshan', '2'), ('Nasus', '2'), ('Azir', '2'), ('Sejuani', '2'), (""K'Sante"", '1')]"
5,"['The Boss', ""Sentinel's Spirit"", 'Salvage Bin+']","[('Ionia', '6'), ('Empress', '1'), ('Wanderer', '1'), ('Invoker', '3'), ('Juggernaut', '2')]","[('Jhin', '2'), ('Sett', '1'), ('Warwick', '2'), ('Karma', '1'), ('Shen', '2'), (""Bel'Veth"", '1'), ('Ryze: Ionia', '1'), ('Ahri', '2')]"
4,"['Golden Ticket', 'Healing Orbs I', 'Unified Resistance II']","[('Technogenius', '1'), ('Slayer', '4'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Zed', '2'), ('Kled', '2'), ('Jarvan IV', '1'), ('Gwen', '1'), ('Heimerdinger', '1')]"
8,"['Total Domination', ""Pandora's Items"", 'Harmacist II']","[('Noxus', '6'), ('Darkin', '1'), ('Juggernaut', '2'), ('Rogue', '2'), ('Slayer', '2')]","[('Samira', '2'), ('Kled', '2'), ('Darius', '1'), ('Ekko', '2'), ('Katarina', '3'), ('Sion', '1'), ('Aatrox', '1')]"
6,"['Know Your Enemy', 'You Have My Bow', 'Unified Resistance II']","[('Freljord', '3'), ('Shurima', '3'), ('Bastion', '2'), ('Bruiser', '2'), ('Deadeye', '2'), ('Invoker', '2')]","[('Ashe', '2'), ('Lissandra', '2'), ('Akshan', '2'), ('Nasus', '2'), ('Shen', '2'), ('Sejuani', '2'), (""K'Sante"", '1'), ('Sion', '1')]"
7,"['Gifts from the Fallen', 'Tactical Superiority']","[('Strategist', '4'), ('Demacia', '3'), ('Shurima', '3'), ('Juggernaut', '2'), ('Multicaster', '2'), ('Sorcerer', '2')]","[('Teemo', '1'), ('Swain', '2'), ('Taliyah', '2'), ('Garen', '2'), ('Nasus', '1'), ('Azir', '1'), ('Lux', '2'), ('Jarvan IV', '2')]"
5,"['Noxus Crest', 'Gifts from the Fallen', 'Long Distance Pals II']","[('Noxus', '6'), ('Challenger', '2'), ('Juggernaut', '2'), ('Rogue', '2'), ('Zaun', '2')]","[('Samira', '2'), ('Swain', '2'), ('Warwick', '2'), ('Katarina', '2'), ('Darius', '2'), ('Ekko', '3'), ('Sion', '1')]"
2,"['All That Shimmers', 'Two Healthy', 'Return on Investment']","[('Strategist', '4'), ('Wanderer', '1'), ('Multicaster', '2')]","[('Swain', '2'), ('Sett', '2'), ('Taliyah', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Jarvan IV', '1'), ('Azir', '2'), ('Ryze: Targon', '1'), ('Ryze: Targon', '1'), ('Sion', '1'), ('Sion', '1')]"
6,"['AFK', 'Shoplifting', 'Freljord Heart']","[('Freljord', '4'), ('Deadeye', '2'), ('Gunner', '2'), ('Invoker', '2'), ('Zaun', '2')]","[('Ashe', '2'), ('Lissandra', '1'), ('Jayce', '2'), ('Shen', '1'), ('Zeri', '2'), ('Jarvan IV', '2'), ('Urgot', '2'), ('Sejuani', '2')]"
4,"[""Shurima's Legacy"", 'Item Grab Bag II', 'Know Your Enemy']","[('Deadeye', '4'), ('Shurima', '3'), ('Bruiser', '2'), ('Freljord', '2'), ('Juggernaut', '2'), ('Zaun', '2')]","[('Renekton', '2'), ('Ashe', '2'), ('Warwick', '2'), ('Akshan', '3'), ('Nasus', '2'), ('Aphelios', '2'), ('Urgot', '2'), ('Sejuani', '2')]"
4,"['Long Distance Pals II', 'Item Grab Bag II', 'Final Grab Bag II']","[('Darkin', '1'), ('Technogenius', '1'), ('Slayer', '4'), ('Demacia', '3'), ('Shadow Isles', '3'), ('Yordle', '3'), ('Bastion', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Kled', '2'), ('Gwen', '1'), ('Jarvan IV', '2'), ('Heimerdinger', '1'), ('Aatrox', '1')]"
5,"['Parting Gifts', 'Infusion', 'Hedge Fund++']","[('Multicaster', '4'), ('Sorcerer', '4'), ('Strategist', '3'), ('Demacia', '3')]","[('Swain', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Sona', '2'), ('Taric', '2'), (""Vel'Koz"", '3'), ('Lux', '2'), ('Jarvan IV', '2')]"
2,"['Silver Spoon', 'Social Distancing I', ""Urf's Grab Bag""]","[('Juggernaut', '6'), ('Darkin', '1'), ('Challenger', '5'), ('Ionia', '3')]","[('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Darius', '3'), ('Kalista', '3'), ('Nasus', '1'), ('Yasuo', '2'), ('Aatrox', '1')]"
2,"['Gunner Crest', 'Chemtech Enhancements']","[('Gunner', '5'), ('Redeemer', '1'), ('Zaun', '4'), ('Bruiser', '2')]","[('Jinx', '3'), ('Ekko', '3'), ('Jayce', '3'), ('Zeri', '2'), ('Urgot', '2'), ('Sejuani', '2'), ('Senna', '1'), ('Sion', '2')]"
5,"['Stable Evolution', 'Young and Wild and Free', 'Freljord Heart']","[('Freljord', '4'), ('Bruiser', '4')]","[(""Cho'Gath"", '2'), ('Renekton', '2'), ('Ashe', '2'), (""Rek'Sai"", '3'), ('Lissandra', '3'), ('Jarvan IV', '1'), ('Sejuani', '2')]"
1,"['Healing Orbs II', 'Item Grab Bag II', 'Final Grab Bag II']","[('Strategist', '4'), ('Sorcerer', '4'), ('Demacia', '3'), ('Shurima', '3'), ('Juggernaut', '2')]","[('Swain', '2'), ('Taliyah', '2'), ('Taric', '2'), ('Garen', '2'), ('Nasus', '2'), ('Azir', '2'), ('Jarvan IV', '2'), ('Lux', '3')]"
3,"['Silver Spoon', 'Young and Wild and Free', 'Tons of Stats!']","[('Bruiser', '6'), ('Void', '3'), ('Challenger', '2')]","[(""Cho'Gath"", '2'), ('Renekton', '2'), ('Vi', '2'), (""Rek'Sai"", '3'), ('Yasuo', '2'), (""Kai'Sa"", '2'), ('Sejuani', '2'), ('Sion', '1')]"
4,"['Red Buff', 'Shadow Isles Heart', ""Slayer's Resolve""]","[('Shadow Isles', '4'), ('Darkin', '1'), ('Technogenius', '1'), ('Bastion', '2'), ('Freljord', '2'), ('Invoker', '2'), ('Slayer', '2')]","[('ApexTurret', 0), ('Maokai', '2'), ('Viego', '2'), ('Lissandra', '2'), ('Shen', '2'), ('Gwen', '2'), ('Sejuani', '2'), ('Heimerdinger', '1'), ('Aatrox', '1')]"
2,"['Void Crest', 'Contagion']","[('Void', '8'), ('Empress', '1'), ('Technogenius', '1'), ('Bruiser', '3'), ('Challenger', '2'), ('Sorcerer', '2')]","[('ApexTurret', 0), ('Malzahar', '2'), (""Cho'Gath"", '2'), ('Kassadin', '2'), (""Vel'Koz"", '1'), (""Rek'Sai"", '2'), (""Kai'Sa"", '2'), (""Bel'Veth"", '2'), ('Heimerdinger', '2'), ('Sion', '2')]"
4,"[""Shurima's Legacy"", 'Item Grab Bag II', 'Know Your Enemy']","[('Deadeye', '4'), ('Shurima', '3'), ('Bruiser', '2'), ('Freljord', '2'), ('Juggernaut', '2'), ('Zaun', '2')]","[('Renekton', '2'), ('Ashe', '2'), ('Warwick', '2'), ('Akshan', '3'), ('Nasus', '2'), ('Aphelios', '2'), ('Urgot', '2'), ('Sejuani', '2')]"
4,"['Long Distance Pals II', 'Item Grab Bag II', 'Final Grab Bag II']","[('Darkin', '1'), ('Technogenius', '1'), ('Slayer', '4'), ('Demacia', '3'), ('Shadow Isles', '3'), ('Yordle', '3'), ('Bastion', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Kled', '2'), ('Gwen', '1'), ('Jarvan IV', '2'), ('Heimerdinger', '1'), ('Aatrox', '1')]"
5,"['Parting Gifts', 'Infusion', 'Hedge Fund++']","[('Multicaster', '4'), ('Sorcerer', '4'), ('Strategist', '3'), ('Demacia', '3')]","[('Swain', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Sona', '2'), ('Taric', '2'), (""Vel'Koz"", '3'), ('Lux', '2'), ('Jarvan IV', '2')]"
2,"['Silver Spoon', 'Social Distancing I', ""Urf's Grab Bag""]","[('Juggernaut', '6'), ('Darkin', '1'), ('Challenger', '5'), ('Ionia', '3')]","[('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Darius', '3'), ('Kalista', '3'), ('Nasus', '1'), ('Yasuo', '2'), ('Aatrox', '1')]"
2,"['Gunner Crest', 'Chemtech Enhancements']","[('Gunner', '5'), ('Redeemer', '1'), ('Zaun', '4'), ('Bruiser', '2')]","[('Jinx', '3'), ('Ekko', '3'), ('Jayce', '3'), ('Zeri', '2'), ('Urgot', '2'), ('Sejuani', '2'), ('Senna', '1'), ('Sion', '2')]"
5,"['Stable Evolution', 'Young and Wild and Free', 'Freljord Heart']","[('Freljord', '4'), ('Bruiser', '4')]","[(""Cho'Gath"", '2'), ('Renekton', '2'), ('Ashe', '2'), (""Rek'Sai"", '3'), ('Lissandra', '3'), ('Jarvan IV', '1'), ('Sejuani', '2')]"
1,"['Healing Orbs II', 'Item Grab Bag II', 'Final Grab Bag II']","[('Strategist', '4'), ('Sorcerer', '4'), ('Demacia', '3'), ('Shurima', '3'), ('Juggernaut', '2')]","[('Swain', '2'), ('Taliyah', '2'), ('Taric', '2'), ('Garen', '2'), ('Nasus', '2'), ('Azir', '2'), ('Jarvan IV', '2'), ('Lux', '3')]"
3,"['Silver Spoon', 'Young and Wild and Free', 'Tons of Stats!']","[('Bruiser', '6'), ('Void', '3'), ('Challenger', '2')]","[(""Cho'Gath"", '2'), ('Renekton', '2'), ('Vi', '2'), (""Rek'Sai"", '3'), ('Yasuo', '2'), (""Kai'Sa"", '2'), ('Sejuani', '2'), ('Sion', '1')]"
4,"['Red Buff', 'Shadow Isles Heart', ""Slayer's Resolve""]","[('Shadow Isles', '4'), ('Darkin', '1'), ('Technogenius', '1'), ('Bastion', '2'), ('Freljord', '2'), ('Invoker', '2'), ('Slayer', '2')]","[('ApexTurret', 0), ('Maokai', '2'), ('Viego', '2'), ('Lissandra', '2'), ('Shen', '2'), ('Gwen', '2'), ('Sejuani', '2'), ('Heimerdinger', '1'), ('Aatrox', '1')]"
2,"['Void Crest', 'Contagion']","[('Void', '8'), ('Empress', '1'), ('Technogenius', '1'), ('Bruiser', '3'), ('Challenger', '2'), ('Sorcerer', '2')]","[('ApexTurret', 0), ('Malzahar', '2'), (""Cho'Gath"", '2'), ('Kassadin', '2'), (""Vel'Koz"", '1'), (""Rek'Sai"", '2'), (""Kai'Sa"", '2'), (""Bel'Veth"", '2'), ('Heimerdinger', '2'), ('Sion', '2')]"
7,"['Blood Money', 'Idealism', 'Roll The Dice']","[('Gunner', '4'), ('Piltover', '3'), ('Redeemer', '1'), ('Zaun', '4'), ('Bruiser', '2')]","[('T-Hex', 0), ('Vi', '2'), ('Jinx', '2'), ('Ekko', '2'), ('Jayce', '2'), ('Zeri', '2'), ('Urgot', '2'), ('Sejuani', '2'), ('Senna', '2')]"
7,"['Training Reward II', 'Mana Burn']","[('Slayer', '5'), ('Darkin', '1'), ('Ionia', '3'), ('Juggernaut', '3'), ('Noxus', '3'), ('Rogue', '2')]","[('Irelia', '2'), ('Sett', '2'), ('Kled', '2'), ('Zed', '3'), ('Katarina', '2'), ('Darius', '2'), ('Gwen', '1'), ('Aatrox', '1')]"
1,"['Risky Moves', 'Cybernetic Leech II', 'You Have My Bow']","[('Noxus', '6'), ('Technogenius', '1'), ('Shurima', '3'), ('Juggernaut', '2'), ('Rogue', '2'), ('Slayer', '2'), ('Strategist', '2')]","[('ApexTurret', 0), ('Cassiopeia', '2'), ('Zed', '2'), ('Kled', '2'), ('Swain', '3'), ('Katarina', '3'), ('Darius', '3'), ('Nasus', '1'), ('Azir', '2'), ('Heimerdinger', '1')]"
1,"['Training Reward II', 'Mana Burn']","[('Slayer', '5'), ('Darkin', '1'), ('Technogenius', '1'), ('Wanderer', '1'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Kled', '1'), ('Jarvan IV', '1'), ('Gwen', '2'), ('Ryze: Shurima', '1'), ('Heimerdinger', '2'), ('Aatrox', '2')]"
5,"['Training Reward', 'Contagion']","[('Yordle', '5'), ('Gunner', '4'), ('Redeemer', '1'), ('Technogenius', '1'), ('Bastion', '2'), ('Shadow Isles', '2'), ('Zaun', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Poppy', '3'), ('Tristana', '3'), ('Kled', '1'), ('Jinx', '2'), ('Zeri', '1'), ('Heimerdinger', '1'), ('Senna', '1')]"
4,"['Training Reward', 'Morning Light']","[('Slayer', '5'), ('Darkin', '1'), ('Technogenius', '1'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Zed', '1'), ('Kled', '2'), ('Jarvan IV', '2'), ('Gwen', '2'), ('Heimerdinger', '1'), ('Aatrox', '1')]"
1,"['Blood Money', 'Training Reward', 'Morning Light']","[('Slayer', '5'), ('Darkin', '1'), ('Technogenius', '1'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Zed', '1'), ('Kled', '2'), ('Gwen', '1'), ('Jarvan IV', '2'), ('Aatrox', '1'), ('Heimerdinger', '2')]"
6,"[""Shurima's Legacy"", 'Training Reward II', 'Gifts from the Fallen']","[('Freljord', '4'), ('Shurima', '3'), ('Bruiser', '2'), ('Deadeye', '2'), ('Strategist', '2')]","[('Ashe', '2'), ('Lissandra', '2'), ('Akshan', '3'), ('Nasus', '1'), ('Azir', '1'), ('Sejuani', '1'), ('Jarvan IV', '2'), ('Sion', '1')]"
7,"['Transfusion III', 'Radiant Relics']","[('Freljord', '3'), ('Shurima', '3'), ('Deadeye', '2'), ('Strategist', '2')]","[('Ashe', '2'), ('Akshan', '2'), ('Lissandra', '3'), ('Nasus', '1'), ('Azir', '1'), ('Sejuani', '1'), ('Jarvan IV', '2')]"
7,"['Slayer Crest', 'Social Distancing II']","[('Slayer', '3'), ('Ionia', '3'), ('Noxus', '3'), ('Juggernaut', '2'), ('Rogue', '2')]","[('Zed', '2'), ('Sett', '2'), ('Kled', '2'), ('Katarina', '2'), ('Darius', '2'), ('Shen', '1')]"
7,"['Blood Money', 'Idealism', 'Roll The Dice']","[('Gunner', '4'), ('Piltover', '3'), ('Redeemer', '1'), ('Zaun', '4'), ('Bruiser', '2')]","[('T-Hex', 0), ('Vi', '2'), ('Jinx', '2'), ('Ekko', '2'), ('Jayce', '2'), ('Zeri', '2'), ('Urgot', '2'), ('Sejuani', '2'), ('Senna', '2')]"
7,"['Training Reward II', 'Mana Burn']","[('Slayer', '5'), ('Darkin', '1'), ('Ionia', '3'), ('Juggernaut', '3'), ('Noxus', '3'), ('Rogue', '2')]","[('Irelia', '2'), ('Sett', '2'), ('Kled', '2'), ('Zed', '3'), ('Katarina', '2'), ('Darius', '2'), ('Gwen', '1'), ('Aatrox', '1')]"
1,"['Risky Moves', 'Cybernetic Leech II', 'You Have My Bow']","[('Noxus', '6'), ('Technogenius', '1'), ('Shurima', '3'), ('Juggernaut', '2'), ('Rogue', '2'), ('Slayer', '2'), ('Strategist', '2')]","[('ApexTurret', 0), ('Cassiopeia', '2'), ('Zed', '2'), ('Kled', '2'), ('Swain', '3'), ('Katarina', '3'), ('Darius', '3'), ('Nasus', '1'), ('Azir', '2'), ('Heimerdinger', '1')]"
1,"['Training Reward II', 'Mana Burn']","[('Slayer', '5'), ('Darkin', '1'), ('Technogenius', '1'), ('Wanderer', '1'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Kled', '1'), ('Jarvan IV', '1'), ('Gwen', '2'), ('Ryze: Shurima', '1'), ('Heimerdinger', '2'), ('Aatrox', '2')]"
5,"['Training Reward', 'Contagion']","[('Yordle', '5'), ('Gunner', '4'), ('Redeemer', '1'), ('Technogenius', '1'), ('Bastion', '2'), ('Shadow Isles', '2'), ('Zaun', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Poppy', '3'), ('Tristana', '3'), ('Kled', '1'), ('Jinx', '2'), ('Zeri', '1'), ('Heimerdinger', '1'), ('Senna', '1')]"
4,"['Training Reward', 'Morning Light']","[('Slayer', '5'), ('Darkin', '1'), ('Technogenius', '1'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Zed', '1'), ('Kled', '2'), ('Jarvan IV', '2'), ('Gwen', '2'), ('Heimerdinger', '1'), ('Aatrox', '1')]"
1,"['Blood Money', 'Training Reward', 'Morning Light']","[('Slayer', '5'), ('Darkin', '1'), ('Technogenius', '1'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Zed', '1'), ('Kled', '2'), ('Gwen', '1'), ('Jarvan IV', '2'), ('Aatrox', '1'), ('Heimerdinger', '2')]"
6,"[""Shurima's Legacy"", 'Training Reward II', 'Gifts from the Fallen']","[('Freljord', '4'), ('Shurima', '3'), ('Bruiser', '2'), ('Deadeye', '2'), ('Strategist', '2')]","[('Ashe', '2'), ('Lissandra', '2'), ('Akshan', '3'), ('Nasus', '1'), ('Azir', '1'), ('Sejuani', '1'), ('Jarvan IV', '2'), ('Sion', '1')]"
7,"['Transfusion III', 'Radiant Relics']","[('Freljord', '3'), ('Shurima', '3'), ('Deadeye', '2'), ('Strategist', '2')]","[('Ashe', '2'), ('Akshan', '2'), ('Lissandra', '3'), ('Nasus', '1'), ('Azir', '1'), ('Sejuani', '1'), ('Jarvan IV', '2')]"
7,"['Slayer Crest', 'Social Distancing II']","[('Slayer', '3'), ('Ionia', '3'), ('Noxus', '3'), ('Juggernaut', '2'), ('Rogue', '2')]","[('Zed', '2'), ('Sett', '2'), ('Kled', '2'), ('Katarina', '2'), ('Darius', '2'), ('Shen', '1')]"
2,"['Two Healthy', 'Golden Ticket', 'Unified Resistance I']","[('Slayer', '5'), ('Darkin', '1'), ('Ionia', '3'), ('Noxus', '3'), ('Juggernaut', '2'), ('Rogue', '2')]","[('Swain', '2'), ('Sett', '2'), ('Zed', '3'), ('Kled', '3'), ('Katarina', '2'), ('Shen', '2'), ('Gwen', '2'), ('Aatrox', '1')]"
1,"['Medium Forge', 'Jeweled Lotus III']","[('Multicaster', '4'), ('Strategist', '4'), ('Demacia', '3'), ('Sorcerer', '2')]","[('Teemo', '1'), ('Swain', '2'), ('Taliyah', '2'), ('Galio', '2'), (""Vel'Koz"", '3'), ('Sona', '3'), ('Azir', '1'), ('Jarvan IV', '2')]"
1,"['Medium Forge', 'Cybernetic Bulk II']","[('Multicaster', '4'), ('Strategist', '4'), ('Wanderer', '1'), ('Demacia', '3'), ('Noxus', '3'), ('Invoker', '2'), ('Sorcerer', '2')]","[('Swain', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Galio', '2'), (""Vel'Koz"", '3'), ('Sona', '3'), ('Jarvan IV', '2'), ('Ryze: Ionia', '1'), ('Sion', '1')]"
6,"['Vampiric Blades', 'Gifts from the Fallen']","[('Slayer', '3'), ('Ionia', '3'), ('Noxus', '3'), ('Juggernaut', '2'), ('Rogue', '2')]","[('Sett', '2'), ('Kled', '2'), ('Zed', '3'), ('Katarina', '1'), ('Darius', '2'), ('Shen', '1')]"
4,"['Golden Ticket', ""Job's Done""]","[('Strategist', '4'), ('Multicaster', '2')]","[('Taliyah', '2'), ('Teemo', '2'), ('Swain', '3'), ('Sett', '3'), ('Taliyah', '3'), ('Jarvan IV', '2'), ('Sion', '1'), ('Sion', '1')]"
4,"['Small Forge', 'Know Your Enemy']","[('Slayer', '3'), ('Ionia', '3'), ('Noxus', '3'), ('Juggernaut', '2'), ('Rogue', '2')]","[('Sett', '2'), ('Kled', '2'), ('Zed', '3'), ('Darius', '2'), ('Katarina', '3'), ('Shen', '1'), ('Gwen', '2')]"
1,"['Multicaster Soul', 'Harmacist II']","[('Multicaster', '4'), ('Strategist', '4'), ('Demacia', '3'), ('Invoker', '2'), ('Sorcerer', '2')]","[('Soraka', '1'), ('Swain', '1'), ('Teemo', '2'), ('Galio', '3'), (""Vel'Koz"", '3'), ('Sona', '3'), ('Azir', '1'), ('Jarvan IV', '2')]"
8,"['Silver Ticket', 'Unified Resistance II']","[('Strategist', '3'), ('Multicaster', '2')]","[('Teemo', '1'), ('Swain', '2'), ('Taliyah', '3'), ('Sett', '3'), ('Taliyah', '3'), ('Jarvan IV', '1'), ('Jarvan IV', '1')]"
2,"['You Have My Sword', 'Job Well Done']","[('Challenger', '6'), ('Darkin', '1'), ('Empress', '1'), ('Ionia', '3'), ('Juggernaut', '2')]","[('Irelia', '1'), ('Warwick', '1'), ('Kalista', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Aatrox', '1'), (""Bel'Veth"", '2'), ('Sion', '2')]"
2,"['Golden Ticket', 'Small Forge', 'Long Distance Pals II']","[('Darkin', '1'), ('Technogenius', '1'), ('Slayer', '4'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Kled', '2'), ('Jarvan IV', '2'), ('Gwen', '2'), ('Heimerdinger', '1'), ('Aatrox', '2')]"
2,"['Two Healthy', 'Golden Ticket', 'Unified Resistance I']","[('Slayer', '5'), ('Darkin', '1'), ('Ionia', '3'), ('Noxus', '3'), ('Juggernaut', '2'), ('Rogue', '2')]","[('Swain', '2'), ('Sett', '2'), ('Zed', '3'), ('Kled', '3'), ('Katarina', '2'), ('Shen', '2'), ('Gwen', '2'), ('Aatrox', '1')]"
1,"['Medium Forge', 'Jeweled Lotus III']","[('Multicaster', '4'), ('Strategist', '4'), ('Demacia', '3'), ('Sorcerer', '2')]","[('Teemo', '1'), ('Swain', '2'), ('Taliyah', '2'), ('Galio', '2'), (""Vel'Koz"", '3'), ('Sona', '3'), ('Azir', '1'), ('Jarvan IV', '2')]"
1,"['Medium Forge', 'Cybernetic Bulk II']","[('Multicaster', '4'), ('Strategist', '4'), ('Wanderer', '1'), ('Demacia', '3'), ('Noxus', '3'), ('Invoker', '2'), ('Sorcerer', '2')]","[('Swain', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Galio', '2'), (""Vel'Koz"", '3'), ('Sona', '3'), ('Jarvan IV', '2'), ('Ryze: Ionia', '1'), ('Sion', '1')]"
6,"['Vampiric Blades', 'Gifts from the Fallen']","[('Slayer', '3'), ('Ionia', '3'), ('Noxus', '3'), ('Juggernaut', '2'), ('Rogue', '2')]","[('Sett', '2'), ('Kled', '2'), ('Zed', '3'), ('Katarina', '1'), ('Darius', '2'), ('Shen', '1')]"
4,"['Golden Ticket', ""Job's Done""]","[('Strategist', '4'), ('Multicaster', '2')]","[('Taliyah', '2'), ('Teemo', '2'), ('Swain', '3'), ('Sett', '3'), ('Taliyah', '3'), ('Jarvan IV', '2'), ('Sion', '1'), ('Sion', '1')]"
4,"['Small Forge', 'Know Your Enemy']","[('Slayer', '3'), ('Ionia', '3'), ('Noxus', '3'), ('Juggernaut', '2'), ('Rogue', '2')]","[('Sett', '2'), ('Kled', '2'), ('Zed', '3'), ('Darius', '2'), ('Katarina', '3'), ('Shen', '1'), ('Gwen', '2')]"
1,"['Multicaster Soul', 'Harmacist II']","[('Multicaster', '4'), ('Strategist', '4'), ('Demacia', '3'), ('Invoker', '2'), ('Sorcerer', '2')]","[('Soraka', '1'), ('Swain', '1'), ('Teemo', '2'), ('Galio', '3'), (""Vel'Koz"", '3'), ('Sona', '3'), ('Azir', '1'), ('Jarvan IV', '2')]"
8,"['Silver Ticket', 'Unified Resistance II']","[('Strategist', '3'), ('Multicaster', '2')]","[('Teemo', '1'), ('Swain', '2'), ('Taliyah', '3'), ('Sett', '3'), ('Taliyah', '3'), ('Jarvan IV', '1'), ('Jarvan IV', '1')]"
2,"['You Have My Sword', 'Job Well Done']","[('Challenger', '6'), ('Darkin', '1'), ('Empress', '1'), ('Ionia', '3'), ('Juggernaut', '2')]","[('Irelia', '1'), ('Warwick', '1'), ('Kalista', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Aatrox', '1'), (""Bel'Veth"", '2'), ('Sion', '2')]"
